name,mon_date,subj_date,address,material,type,com_topic,com_subtopic,author,longitude,latitude,description,inscription,mon_story,subj_story
"Обелиск в память народного ополчения во время русско-шведской войны в 1788-1790 гг., 1791 г.",1791,1790,"пос. Усть-Ижора, Шлиссельбургское шоссе, напротив дома 52",granite,obelisk,group,fighters,Ринальди А.,30.5935349,59.8092421,арх. Ринальди А.,NA,NA,NA
Октябрь,1967,1917,"г. Санкт-Петербург, Лиговский пр., 6",bronze,sculpture,event,revolution,Матвеев А. Т.,30.365537,59.935526,"Cкульптор: А. Т. Матвеев. Скульптурная группа «Октябрь» выполнена по заказу Совета Народных Комиссаров для московской юбилейной выставки художественных произведений «10 лет Октября». Сразу перевести группу в бронзу не удалось. После закрытия выставки гипсовая скульптура долго находилась под открытым небом. Со временем гипс начал разрушаться. В 1934 г. скульптура поступила в Государственный Русский музей.С этого гипсового оригинала и была выполнена бронзовая отливка группы «ОКТЯБРЬ» для установки перед зданием Большого концертного зала, сооруженного к 50-летней годовщине Октябрьской революции.",NA,NA,NA
Орбели Л. А.,1969,1958,"г. Санкт-Петербург, пр. Тореза, 44",bronze,bust,person,science,"Епифанов Д. М., Шретер Л. Л.",30.34934,60.008758,"Орбели Левон Абгарович (1882-1958). Академик, физиолог, Герой Социалистического Труда. Скульптор: Епифанов Дмитрий Михайлович (род. 1915) Архитектор: Шретер Логин Людвигович (1908-1988) Подписи: на плинте бюста с тыльной стороны справа: ск. Д. М. Епифанов / з-д “Монументскульптура” / Ленинград / 1969. Надписи: на постаменте с лицевой стороны врезными тонированными знаками: Академик / Леон Абгарович / Орбели / 1882— 1958. Памятник-бюст академику Л.А. Орбели сооружен по инициативе научной общественности Ленинграда и установлен перед зданием института, где долгие годы работал знаменитый физиолог.",NA,NA,NA
Осипову В. Н.,1948,1991,"г. Санкт-Петербург, Аллея Героев Московского парка Победы",bronze,bust,person,military,"Шапошников С. Д., Шепилевский М. А.",30.3287695,59.8684463,"Василий Николаевич Осипов (в некоторых источниках Василий Никитич) — лётчик-бомбардировщик, дважды Герой Советского Союза.  Он родился 30 декабря 1917 г. в Петрограде в рабочей семье. Окончил 8 классов, занимался в Ленинградском аэроклубе. В РККА с 1937 г. В 1940 г. окончил Чкаловское военное авиационное училище. Во время Великой Отечественной войны Осипов участвовал в боях на Южном и Юго-Западном фронтах. Всего же за годы войны он совершил около 400 боевых вылетов. Бронзовый бюст дважды Героя Советского Союза В. Н. Осипова установлен на Аллее Героев Московского парка Победы. Открыт 15 мая 1948 г., ск. С.Д. Шапошников, арх. М.А. Шепилевский, В.Д. Кирхоглани).",NA,NA,NA
Основанию Павловска,1782,1777,"г. Павловск, парк «Мариенталь», ул. Красного Курсанта, 18",stone,obelisk,other,city,Камерон Ч.,30.4513116,59.6822161,"Архитектор: Камерон Чарлз (1745 – 1812) Надписи: текст доски накладными золочеными знаками: Павловское / начато строить / в 1777 году. По случаю рождения 12 декабря 1777 г. первого внука Александра Екатерина II подарила село Павловское его отцу великому князю Павлу Петровичу. 1777 г. считается официальной датой основания Павловска как великокняжеской резиденции. С 1780 г. строительные работы в Павловске возглавил архитектор Чарльз Камерон, по проектам которого сооружался дворец, павильоны, создается пейзажный парк. В 1782 г. на берегу Мариентальского пруда — искусственно созданного разлива реки Славянки — был установлен обелиск в память основания Павловска. Проект-рисунок обелиска в настоящее время находится в отделе графики Павловского дворца-музея. Рисунок без подписи, тем не менее, большинство исследователей считает его работой Ч. Камерона. В годы Великой Отечественной войны памятник получил повреждения, текстовая доска пробита снарядом. В 1977 г. проведена полная реставрация памятника. Выполнена копия текстовой доски и установлена на обелиске. Поврежденная доска передана в фонды Павловского дворца-музея. Еще одна копия доски установлена в здании Администрации города Павловска.",NA,NA,NA
Основателям Руси — князьям Рюрику и Олегу,2015,882,"пос. Старая Ладога, Варяжская улица",bronze,sculpture,group,civic,Шоров О.,32.2963699,59.9989494,"Появился в сентябре 2015 года в Старой Ладоге. Опершись на щит, пятиметровые князья величественно взирают на потомков с камня-пьедестала. Над созданием изваяний великих русских правителей работал художник Олег Шоров",NA,NA,NA
Павлу I,1851,1801,"г. Павловск, Садовая ул., 20",bronze,sculpture,person,politics,Витали И. П.,30.4536026,59.6848394,копия с оригинала ск. Витали И.П.,NA,NA,NA
Павлу I,2003,1801,"г. Санкт-Петербург, Садовая ул., 2",bronze,sculpture,person,politics,Горевой В. Э.,30.33693,59.940243,Скульптор: В.Э. Горевой. Архитектор: В.И. Наливайко. Открытие было приурочено к 300-летию Санкт-Петербурга.,NA,NA,NA
Памятник кошке блокадного Ленинграда,2018,1945,"г. Санкт-Петербург, ул. Композиторов, 4",bronze,sculpture,other,city,NA,30.3182681,60.0455144,"Как известно, после прорыва блокады Ленинграда из разных уголков страны в город привезли тысячи кошек, которые спасли Северную столицу от нашествия крыс. В память о мяукающих охотниках в Выборгском районе установили памятник кошке, сидящей на стуле под торшером.",NA,NA,NA
Памятный знак на месте дуэли К. П. Чернова и В. Д. Новосильцева,1988,1825,"г. Санкт-Петербург, Новороссийская ул., 8",granite,obelisk,event,civic,Васильковский В. С.,30.3345728,59.9976138,"Па́мятный знак (стела, обелиск) на месте дуэли К. П. Чернова и В. Д. Новосильцева был открыт 10 сентября 1988 года по инициативе Лесотехнической академии, и в первую очередь — директора библиотеки Т. А. Зуевой. Памятник установлен в Санкт-Петербурге в парке Лесотехнического университета. Архитектор: Васильковский Владимир Сергеевич (1921-2002). Материалы: гранит серый, кованый — стела, тумбы. Высота стелы — 250 см Памятный знак представляет собой стелу с надписью: ""10 сентября 1825 года на этом месте состоялась дуэль члена Северного тайного общества К. П. Чернова с В. Д. Новосильцевым. Секундантом К. П. Чернова был К. Ф. Рылеев. Похороны К. П. Чернова вылились в первую массовую демонстрацию, организованную членами Северного тайного общества — декабристами"". 10 сентября 1825 года на северной окраине Петербурга  произошла резонансная дуэль. Оба дуэлянта — флигель-адъютант Владимир Новосильцев и поручик Измайловского полка Константин Чернов — получили смертельные ранения. Причиной дуэли стал отказ Новосильцева из-за сопротивления его матери Екатерины Владимировны жениться на сестре Чернова. Первоначально (в 1834 г.) места, где на расстоянии восьми шагов друг от друга стояли стрелявшие, были отмечены двумя круглыми тумбами. В 1940-х гг. тумбы были утрачены и восстановлены в начале 1960-х гг.",NA,NA,NA
Пастеру Л.,1935,1895,"г. Санкт-Петербург, ул. Академика Павлова, 9",bronze,bust,person,science,Безпалов И. Ф.,30.3121351,59.978195,ск. Безпалов И.Ф.,NA,NA,NA
Пахтусову П. К.,1886,1835,"г. Кронштадт, Макаровская ул., 3",bronze,sculpture,person,navy,"Лаверецкий Н. А., Силин И. А.",29.763118,59.989327,"ск. Лаверецкий Н.А., арх. Силин И.А.",NA,NA,NA
Петру I,1841,1725,"г. Кронштадт, Арсенальный пер., 5",bronze,sculpture,person,politics,"Жак Т. Н., Клодт П. К.",29.77116,59.986581,"ск. Жак Т.Н., ск. Клодт П.К.",NA,NA,NA
Петру I,1875,1725,"г. Санкт-Петербург, Петровская наб., 6",bronze,sculpture,person,politics,Забелло П. П.,30.3308382,59.9532738,ск. Забелло П.П.,NA,NA,NA
Петру I,1724,1725,"г. Санкт-Петербург, Кленовая ул.",bronze,sculpture,person,politics,"Растрелли Б.-К., Волков Ф. И., Демут-Малиновский В. И., Теребенев И. И.",30.3395727,59.9379888,"ск. Растрелли Б.-К.; арх. Волков Ф.И., ск. Демут-Малиновский В.И., ск. Теребенев И.И.",NA,NA,NA
"Петру I ""Царь-плотник""",1996,1725,"г. Санкт-Петербург, Адмиралтейская наб., 6",bronze,sculpture,person,politics,Бернштам Л. А. ,30.3081479,59.938911,"Скульптор: Л. А. Бернштам. «Царь-плотник» является копией памятника Петру I, установленного в 1911 году в Нидерландах. Та скульптура в свою очередь является копией памятника ранее установленного на набережной в 1910 г., но переплавленного после революцию",NA,NA,NA
Петру I (Медный всадник),1782,1725,"г. Санкт-Петербург, Сенатская пл.",bronze,sculpture,person,politics,Фальконе Э.,30.3026599,59.9352681,"Модель конной статуи Петра выполнена скульптором Этьеном Фальконе в 1768—1770. Голову статуи лепила ученица этого скульптора, Мари Анн Колло. Змею, по замыслу Фальконе, вылепил Фёдор Гордеев. Отливка статуи осуществлялась под руководством литейных дел мастера Екимова Василия Петровича и была закончена в 1778 году. Архитектурно-планировочные решения и общее руководство осуществлял Юрий Фельтен. Надпись на постаменте гласит: «ПЕТРУ перьвому ЕКАТЕРИНА вторая лѣта 1782.» с одной стороны, и «PETRO primo CATHARINA secunda MDCCLXXXII.» — с другой, подчеркивая тем самым замысел императрицы: установить линию преемственности, наследия между деяниями Петра и собственной деятельностью. Гром-камень для постамента был найден в окрестностях деревни Конная Лахта.",NA,"Памятник Петру I на Сенатской площади. Пётр Великий (1672-1725) — первый император всероссийский и основатель Санкт-Петербурга. Памятник был заказан Екатериной II, пожелавшей укрепить своё право на наследование императорского престола надписью на постаменте: «Петру Первому – Екатерина Вторая». Бронзовый конь, установленный на цельной гранитной глыбе, является олицетворением смелых начинаний Петра I. Задними ногами конь попирает змею – символ косности, зависти и злобы. Скульптор писал о памятнике: «Царь простирает свою благодетельную десницу над объезжаемой им страной. Он поднимается наверх скалы, служащей ему пьедесталом, - это эмблема побеждённых им трудностей». С лёгкой руки А.С. Пушкина памятник получил неофициальное название «Медный всадник». Памятник Петру I на Сенатской площади занимает исключительное место в истории русской монументальной скульптуры — это первый скульптурный памятник в Петербурге и России. Открыт 7 августа 1782 г. Скульптор: Э.М. Фальконе",NA
Пирогову Н. И.,1932,1881,"г. Санкт-Петербург, Загородный пр., 47",bronze,bust,person,science,Крестовский И. В. ,30.3260151,59.9198254,"скульптор И.В. Крестовский, арх. Л.В. Руднев",NA,NA,NA
Плеханову Г. В.,1925,1918,"г. Санкт-Петербург, Московский пр., 26",bronze,sculpture,person,politics,"Гевирц Я. Г., Гинцбург И. Я., Харламов М. Я.",30.3182825,59.9183802,"арх. Гевирц Я.Г., ск. Гинцбург И.Я., ск. Харламов М.Я.",NA,NA,NA
Поленову А. Л.,1954,1947,"г. Санкт-Петербург, Маяковского ул., 12",bronze,bust,person,science,"Дыдыкин Н. В., Смирнов Ю. Н.",30.3540022,59.9340364,"ск. Дыдыкин Н.В., арх. Смирнов Ю.Н.",NA,NA,NA
Попову А. С.,1959,1906,"г. Санкт-Петербург, Каменноостровский пр., 39-41",bronze,sculpture,person,science,"Боголюбов В. Я., Баранов Н. В.",30.3105254,59.967118,"ск. Боголюбов В.Я., арх. Баранов Н.В.",NA,NA,NA
Пржевальскому Н. М.,1892,1888,"г. Санкт-Петербург, Адмиралтейский пр., 6",bronze,bust,person,science,"Шредер И. Н., Рунеберг Р. И.",30.3110003,59.9366172,"ск. Шредер И.Н., ск. Рунеберг Р.И., худ. Бильдерлинг А.А.",NA,NA,NA
Пушкин ушёл,2016,1837,"г. Санкт-Петербург, ул. Савушкина, 3",bronze,sculpture,person,art,NA,30.299229,59.9867959,"Пушкин ушёл и вернуться не обещал. Ещё один памятник солнцу русской поэзии открыли на Чёрной речке, где Александр Сергеевич стрелялся с Дантесом. Мемориал получился необычный, поскольку человек, которому он посвящён, остаётся за кадром. На кованой скамье висит плащ Пушкина, лежат забытые им цилиндр, перо и раскрытая книга.",NA,NA,NA
Пушкину А. С.,1957,1837,"г. Санкт-Петербург, пл. Искусств",bronze,sculpture,person,art,Аникушин М. К.,30.3313403,59.9366646,"Скульптор: М. К. Аникушин. Архитектор: В. А. Петров. Открытие памятника было приурочено к празднованию 250-летия Ленинграда. Памятник отлит из бронзы на ленинградском заводе «Монументскульптура». Пьедестал вырублен из красноватого гранита, добытого в Кар-Лахти под Ленинградом, основание — из кованого гранита. На лицевой стороне пьедестала высечена золотом надпись: «Александру Сергеевичу Пушкину».",NA,NA,NA
Пушкину А. С.,1900,1837,"г. Пушкин, Лицейский сад",bronze,sculpture,person,art,Бах Р. Р.,30.396914,59.7184907,ск. Бах Р.Р.,NA,NA,NA
Пушкину А. С.,1884,1837,"г. Санкт-Петербург, Пушкинская ул.",bronze,sculpture,person,art,"Бенуа Н. Л., Опекушин А. М.",30.3566304,59.9291806,"арх. Бенуа Н.Л., ск. Опекушин А.М.",NA,NA,NA
Пушкину А. С.,1911,1837,"г. Пушкин, Октябрьский бул.",bronze,sculpture,person,art,"Бернштам Л. А., Яковлев В. И.",30.4092277,59.7241419,скульп. Л.А. Бернштам; арх. В.И. Яковлев,NA,NA,NA
Пушкину А. С.,1952,1837,"г. Санкт-Петербург, наб. реки Мойки, 12",bronze,sculpture,person,art,"Дыдыкин Н. В., Медведев Н. А.",30.3208592,59.9411528,"Скульптор: Дыдыкин Н. В. Архитектор: Медведев Н. А. Подписи: на плинте скульптуры слева: Н.Дыдыкин 1950 г.; с тыльной стороны: Отлито в маст. Акад.Худ.СССР 1951 Надписи: на постаменте с лицевой стороны на доске литыми знаками: Пушкину / 1950. Скульптор Н. В. Дыдыкин являлся участником Всесоюзного конкурса проектов на памятник А.С.Пушкину, проходившего в 1947–1949 гг. Модель скульптуры поэта, представленная Дыдыкиным на конкурс, была приобретена в 1950 г. Пушкинским обществом и предложена к установке во дворе дома на Мойке, 12, где с 1924 г. открыт мемориальный музей-квартира поэта. Отливка скульптуры произведена в бронзолитейной мастерской Академии художеств в 1951 г. Первоначально статуя установлена на временном постаменте. В 1954 г. выполнена облицовка постамента бутовым камнем. Одновременно установлена текстовая доска, исполненная по проекту архитектора Н. А. Медведева.",NA,NA,NA
Работным людям - строителям Петергофа,1932,1710,"г. Петергоф, пр. Санкт-Петербургский, 3",granite,obelisk,group,civic,Штакеншнейдер А. И.,29.9299158,59.8773443,арх. Штакеншнейдер А.И.,NA,NA,NA
"Рабочим–красногвардейцам, погибшим при разгроме банд Юденича под Петроградом в 1919 году",1937,1919,"г. Колпино, ул. Труда, 22",granite,sculpture,group,victims,"Захаров Е. Г., Ягурский Л. М.",30.6115459,59.7490705,"ск. Захаров Е.Г., арх. Ягурский Л.М.",NA,NA,NA
Ракову В. И.,1950,1996,"г. Санкт-Петербург, Аллея Героев Московского парка Победы",bronze,bust,person,military,Кирпичникова Татьяна Сергеевна,30.3287695,59.8684463,"Раков Василий Иванович (1909-1996). Генерал-майор авиации, в годы Великой Отечественной войны командир полка. Совершил свыше 170 боевых вылетов, участвовал в потоплении 12 вражеских судов. Дважды Герой Советского Союза. Скульптор: Кирпичникова Татьяна Сергеевна (1899-1981). Архитекторы: Архитекторы: Шепилевский Модест Анатольевич (1906-1982), Кирхоглани Валериан Дмитриевич (1913-1994). Подписи: на плинте бюста с тыльной стороны: 3-д “Монументскульптура” Ленинград 1947 г. Надписи: на постаменте текст доски: Указ /Президиума Верховного/Совета СССР о награждении / Героя Советского Союза / гвардии подполковника / Ракова / Василия Ивановича / второй медалью / «Золотая Звезда». / За образцовое выполнение / боевых заданий командования / на фронте борьбы с немецкими / захватчиками, дающее право / на получение звания / Героя Советского Союза, / наградить / второй медалью / «Золотая Звезда» / Героя Советского Союза / гвардии подполковника / Ракова / Василия Ивановича, / соорудить бронзовый бюст и / установить его на постаменте / на родине награжденного. / Председатель Президиума/Верховного Совета СССР М.Калинин. /Секретарь Президиума /Верховного Совета СССР А.Горкин. /Москва, Кремль 22 июля 1944 г. Московский парк Победы заложен в 1945 г. по проекту архитекторов Е. И. Катонина, В. Д. Кирхоглани, Т. Б. Дубяго, как «символ вечной славы, как живой памятник Народу-Герою». Центральная аллея парка — Аллея Героев — проектировалась архитектором В. Д. Кирхоглани как место установки бюстов дважды Героев Советского Союза, уроженцев города на Неве. Установка шести бронзовых бюстов героев была начата в 1948 г. Бюсты и накладные текстовые доски с изображением эмблем рода войск, в которых служили награжденные, изготовлены на заводе «Монументскульптура».  Бюст В. И. Ракова открыт в 1950 г. Размеры памятников дважды Героям Советского Союза: высота бюстов — 1,4 м, высота постаментов — 3 м.",NA,NA,NA
Растрелли Ф. Б.,1991,1771,"г. Пушкин, Комсомольская ул.",bronze,bust,person,art,Литовченко М. Т. ,30.4669611,59.7081727,"Растрелли Франческо Бартоломео (1700-1771). Архитектор, художник-декоратор, крупнейший представитель стиля барокко в русской архитектуре. Скульптор: Литовченко Мария Тимофеевна (1917-2003)  Архитектор: Михайлов Сергей Леонидович (род. 1929). Подписи: на бюсте с тыльной стороны факсимиле подписи: Литовченко / 1991 г. Надписи: на бюсте с тыльной стороны: Царское Село; на постаменте с лицевой стороны в картуше литыми знаками: Франческо / Бартоломео / Растрелли. Памятник-бюст знаменитому архитектору XVIII в. Франческо Бартоломео Растрелли сооружен по инициативе Государственного музея-заповедника «Царское Село» и установлен рядом с Екатерининским дворцом, построенным зодчим. Бюст выполнен скульптором М.Т. Литовченко в традициях парадных портретов XVIII в. Иконографическим материалом послужил живописный портрет Ф.Б. Растрелли из фондов Екатерининского дворца-музея, написанный французским художником П.Ротари в 1750-х гг. Бюст отлит из бронзы на заводе «Монументскульптура».",NA,NA,NA
Рентгену В. К.,1928,1923,"г. Санкт-Петербург, ул. Рентгена, 8",bronze,bust,person,science,Синайский В. А. ,30.318195,59.96388,"Рентген Вильгельм Конрад (1845-1923). Немецкий физик, открыл рентгеновские лучи, лауреат Нобелевской премии. Скульптор: Синайский Виктор Александрович (1893-1968) Художник: Альтман Натан Исаевич (1889-1970). Надписи: текст доски литыми знаками: Вильгельм Конрад / Рентген / 1845 — 1923. Инициатором создания памятника Рентгену, ученому, открывшему излучение, названное его именем, выступил Государственный радиологический (позднее — Рентгенологический) институт в декабре 1919 г. И уже в январе 1920 г. перед институтом был установлен бюст ученого, выполненный из временного материала — цемента. Автором памятника являлся художник Н.И. Альтман.Памятник простоял около трех лет и под влиянием неблагоприятных климатических условий начал разрушаться. Было принято решение перевести его в постоянный материал. Н.И. Альтман в связи с отъездом из города не смог выполнить работу и передал заказ скульптору В.А. Синайскому. За основу Синайский взял первоначальный проект Альтмана. Открытие памятника приурочено к пятой годовщине со дня смерти В.К.Рентгена.",NA,NA,NA
Репину И. Е.,1999,1930,"г. Санкт-Петербург, Университетская наб. В. О., 17",bronze,bust,person,art,Манизер М. Г.,30.289893,59.9377729,"Скульптор: Манизер Матвей Генрихович (1891-1966) Архитектор: Спиридонов Вадим Леонардович (род. 1957). Подписи: на плинте с тыльной стороны: 3-д Монументскульптура 1951 скульптор Манизер М.Г.Надписи: на постаменте с лицевой стороны в картуше накладными золочеными литерами: Илья / Репин; с тыльной стороны врезными тонированными знаками: Администрация С. -Петербурга / Российская Академия Художеств / Гос. музей городской скульптуры / Исполнитель — комбинат “Скульптура” / Спонсор — Балтийская строительная компания.Решение об установке памятника И.Е. Репину в Ленинграде принято Советом Народных Комиссаров СССР в 1944 г. В 1948 г. был одобрен проект скульптора М.Г. Манизера. В 1951 г. бюст отлит на заводе «Монументскульптура», где и находился до 1961 г., т.к. место его установки в городе не было определено. С завода бюст передан на хранение в Государственный музей городской скульптуры. По инициативе музея в 1999 г. на основании распоряжения губернатора Санкт-Петербурга бюст установлен в Румянцевском саду одновременно с бюстом В.И. Сурикова. Выполненные в различное время, разными мастерами, оба бюста установлены на новые однотипные постаменты в виде пилонов. Работы по изготовлению постаментов и установке бюстов выполнил комбинат «Скульптура».",NA,NA,NA
Рериху Н. К.,2010,1947,"г. Санкт-Петербург, Средний пр. ВО, 86 А",granite,sculpture,person,art,Зайко В. В.,30.2562631,59.934997,"Николай Константинович Рерих (1874 - 1947) — русский художник, сценограф, философ-мистик, писатель, путешественник, археолог, общественный деятель. Скульптор: Зайко Виктор Владимирович . Архитектор: Кожин Юрий Фёдорович . Памятник был установлен к 136-летию со дня рождения живописца по заказу Международного благотворительного фонда «Рериховское наследие» на спонсорские средства. Монумент является первым памятником Николаю Рериху в Санкт-Петербурге. Место установки было выбрано не случайно. Именно с Васильевским островом связана значительная часть жизни художника.",NA,NA,NA
Римскому-Корсакову Н. А.,1952,1908,"г. Санкт-Петербург, Театральная пл.",bronze,sculpture,person,art,"Боголюбов В. Я., Ингал В. И.",30.2986364,59.9256121,"Римский-Корсаков Николай Андреевич (1844-1908). Композитор, педагог, дирижер. Окончил Морской кадетский корпус, с 1871 г. профессор Петербургской Консерватории. Скульпторы: Боголюбов Вениамин Яковлевич (1895-1954) Ингал Владимир Иосифович (1901-1966) Архитектор Шепилевский Модест Анатольевич (1906-1982). Надписи: на лицевой стороне постамента врезными золочеными знаками: Николаю Андреевичу / Римскому-Корсакову / 1844 –1908. В 1944 г. в связи со 100-летием со дня рождения Н.А. Римского-Корсакова Совет Народных Комиссаров СССР принял Постановление о сооружении памятника композитору в Ленинграде. Проект памятника по заказу Комитета по делам искусств при Совете Министров СССР выполнили скульпторы В. Я. Боголюбов и В. И. Ингал. В 1950 г. скульптура отлита на заводе «Монументскульптура». При строительстве постамента использовались гранитные блоки разобранного в 1937 г. памятника Александру III на бывш. Знаменской пл. и гранит из карьеров о. Пухсаари в Карелии. Обработка гранитных блоков выполнена на заводах «Баррикада» и «Красное Знамя».",NA,NA,NA
Румянцеву П. А.,1799,1796,"г. Санкт-Петербург, Университетская наб. ВО, 17",granite,obelisk,person,military,"Бренна В., Росси К. И.",30.289893,59.9377729,"Румянцев-Задунайский Петр Александрович, граф (1725-1796). Генерал-фельдмаршал, президент Малороссийской коллегии. Участник русско-турецкой войны 1768-1774 гг., в которой под его водительством были одержаны победы при Ларге, Кагуле и др. Архитекторы: Бренна Винченцо (1745-1819) Росси Карл Иванович (1775-1849). Открыт в 1799 г. на Марсовом поле, в 1818 г. перенесен на существующее место. Надписи: текст доски накладными литерами: Румянцова / победам. Обелиск воздвигнут в честь побед, одержанных русскими войсками под предводительством фельдмаршала графа П. А. Румянцева. Идея сооружения памятника возникла в 1795 г. и принадлежит Екатерине II . После смерти императрицы ее замысел претворил в жизнь Павел I. Проект памятника выполнил В. Бренна в 1798 г. Местом установки обелиска первоначально была южная часть Марсова поля, близ набережной Мойки. В 1801 г., когда в этой же части Марсова поля был открыт памятник Суворову, Румянцевский обелиск перенесли к набережной Невы. В 1818 г. по указанию императора Александра I архитектор К. И. Росси выполнил проект переноса обелиска на Васильевский остров – плац между Первым Кадетским корпусом, где учился полководец, и зданием Академии художеств. При этом Росси несколько изменил композицию, установив обелиск на гранитный трехступенчатый стилобат.",NA,NA,NA
Сеченову И. М.,1935,1905,"г. Санкт-Петербург, ул. Академика Павлова, 9",bronze,bust,person,science,Безпалов И. Ф.,30.3121351,59.978195,ск. Безпалов И.Ф.,NA,NA,NA
Сладкову И. Д.,1940,1922,"г. Кронштадт, Флотская ул., 4",bronze,bust,person,politics,Чеботарев Б. С. ,29.775946,59.995506,ск. Б.С. Чеботарев,NA,NA,NA
Стасову В. В.,1969,1848,"г. Санкт-Петербург, Измайловский пр., 7 А",bronze,bust,person,art,Литовченко М.,30.3070529,59.916482,"Скульптор: М. Литовченко. Первоначально бюст был установлен перед собором в 1969 году.  В 2005 году памятник архитектору был демонтирован. С тех пор он хранился в складских помещениях – хранилищах Троицкого собора, затем – в Музее городской скульптуры. Одной из главных работ архитектора стало строительство Троице-Измайловского собора.",NA,NA,NA
Суворову А. В.,1801,1800,"г. Санкт-Петербург, Суворовская пл.",bronze,sculpture,person,military,Козловский М. И.,30.3297183,59.9457613,"Памятник А. В. Суворову был установлен по повелению императора Павла I, в царствование которого полководец совершил свой знаменитый поход в Италию. Авторство памятника принадлежит скульптору М. И. Козловскому, который работал над монументом с 1799 по 1801 год. На пьедестале расположена фигура фельдмаршала в аллегорическом облике Марса, с поднятым мечом в правой руке и со щитом в левой, в античной одежде. Фигура А. В. Суворова выполнена из бронзы. При этом нередко отмечается, что памятник не имеет прямого портретного сходства с фельдмаршалом, а представляет собой скорее символический героико-эпический образ «великого полководца».",NA,NA,NA
Суворову А. В.,2015,1800,"г. Санкт-Петербург, ул. Кирочная, 43",bronze,sculpture,person,military,Таратынов А.,30.376488,59.94323,"Памятник Суворову создал московский скульптор Александр Таратынов ещё в советские времена. Долгие годы бронзовый полководец томился в хранилищах, пока в 2015 году с него не стряхнули пыль и не установили у мемориального музея генералиссимуса в Петербурге. Фигура выполнена в натуральную величину.",NA,NA,NA
Танк Т-80БВ на Нефтяной дороге,2002,1945,"г. Санкт-Петербург, Нефтяная дорога, 3 А",iron,tank,group,soldiers,NA,30.3691532,59.9077482,"Многие ошибочно предполагают, что танк, установленный на каменном пьедестале около головного завода НПО «Специальных материалов», также является памятником в честь героев Великой Отечественной Войны. Однако это не так. Стоящий там основной боевой танк Т-80 с единой газотурбинной силовой установкой, которая получила обозначение Т-80БВ, поступил на вооружение Советской армии впервые в 1985 году и производился на Ленинградском Кировском заводе. Данный же монумент посвящен всем отечественным ученым, инженерам и конструкторам оборонно-промышленных предприятий Санкт-Петербурга и военнослужащих-защитников Родины. Его торжественное открытие состоялось 29 августа 2002 года.",NA,NA,NA
Танк-победитель,1951,1945,"г. Санкт-Петербург, пр. Стачек, 106—108",iron,tank,event,ww2,Матвеев А. Т.,30.262263,59.860974,"Скульптор: Матвеев Александр Терентьевич. Входит в мемориальный комплекс Кировский вал. На гранитном постаменте установлен танк «КВ-85», который выпускал Челябинский Кировский завод в годы Великой Отечественной войны. За ним находится сохранившийся дот с надписью 1941—1945. Это один из двух известных сохранившихся экземпляров данной модели. Второй танк находится в Челябинске. Еще один аналогичный танк «КВ-1с» находится в Кубинке. Памятник установлен в 1951 году по предложению инженера-конструктора танка Ж. Я. Котина и по проекту архитектора В. А. Каменского.  Близ этого места в 1945 году была сооружена не сохранившаяся Триумфальная арка, у которой торжественно встречали войска, возвращавшиеся с фронта 8 июля 1945 года.",NA,NA,NA
